posto,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23
92,95.30461043935077,88.44207179524382,83.81970202762825,79.31153006136631,74.49520088641331,70.02418721599763,67.94222439825597,70.10616905296989,70.48402145256954,74.2700108393336,76.544905314738,78.4715552737331,72.80562714282028,76.47440188861285,89.45368512671475,111.83765667107858,116.2044047990569,107.99271721657936,88.65843689479564,81.2307323874187,80.73880452842728,99.57974264295288,107.02206144948235,107.82065063400553,95.01860081240902,87.43267145409015,76.4994451441097,70.80492682660498,60.55985830761268,59.77149735815304
93,5.993521554320548,6.0244982876538815,4.242626509876474,6.8549798246914975,5.222353920370232,7.063886031480972,4.1250828481475885,6.714360879012656,5.2567349222226225,7.354300545679512,6.634247125925763,13.826295303703526,17.592892001912222,16.29112682693526,11.059474797531047,9.483647330803546,8.891847971830506,8.64052355370364,7.0326558469141025,7.437869015431569,11.34530317592576,10.723583895061441,10.485526216049715,7.9800704121204555,6.17789291856422,7.903017890786553,4.336236703974937,6.194914814814845,4.4910725189250424,5.731225278387563
94,165.27441286233977,148.46631188712755,140.69618624344923,135.27914413121735,128.35143854038586,122.58803230067824,117.99035613650548,116.62014049358612,122.71920047100971,125.65572238318913,132.84542798513763,142.1614450606197,156.34866739408454,158.55492529382576,164.05156734513898,170.4177261806394,183.84580038166644,180.36772962759824,168.49069658792052,154.36656899837388,156.28493407686497,166.94720636122048,186.22784590844532,189.24171061618733,176.3209388282763,157.68287516944076,145.16009869141666,132.8312553737124,124.81332631921362,115.40706758078669
97,21.628362600000003,21.298349277777778,19.978144351851853,19.28187461111111,15.748776166666666,13.423673722222222,10.23205338888889,10.85827038888889,10.73661238888889,10.664982166666668,10.653857833333333,11.798098856790121,13.070980066666667,14.464347633333334,14.701304409876544,15.171216137037035,15.020221433333333,15.807822266706808,17.243558274704057,15.4195516111109,16.76110218827229,16.990335612305728,19.20918886109775,19.159605345679026,18.60820107407409,17.931911694444416,15.17639004938272,14.432022185185188,14.124217901234566,13.70918135185185
98,9.5469,9.5451,9.5423,9.5395,9.5377,8.5349,7.5321,7.5293,7.5265,7.5247,7.5219,7.5191,7.5163,7.5135,7.5096,7.5068,7.504,8.566894444497967,10.161636111110209,10.093141666666686,13.425105555556476,13.225222222168663,13.4877,11.487300000000001,11.488,10.487699999999998,7.4873,7.487,7.486700000000001,7.4863
99,92.64135262345917,91.19504440585946,86.96226666666674,83.80123333333336,82.55686666666666,81.68716666666658,81.23416666666668,80.7391333333333,80.53610000000008,80.24973333333334,78.71336666666669,77.5096666666666,76.01463333333334,76.25960883487748,77.59334390432487,77.59341230709342,77.36899351851416,76.15533680554928,75.99920173611402,75.17739999999999,73.35593159721932,73.20056319445071,72.1489415509332,71.64904328704709,70.09195671296486,68.98258009258433,68.7114350694353,67.10762337961947,65.89466666666667,64.5645
101,8.275458149981665,8.244401585991934,8.204471718005134,8.191161762009534,8.2333099559956,8.332030218646866,12.110188107352403,15.251056563989733,16.157886872020534,12.304296387972132,11.204471718005134,7.235528281994866,8.171196828016136,10.182288458012469,15.162323524019069,13.242183259992666,10.237746607994133,7.2133450220022,7.224436651998533,8.251056563989733,8.255493215988267,10.146795242024202,10.222218325999266,9.328697973964063,8.117957004033737,7.164541850018335,7.208908370003667,7.211126696002934,7.182288458012468,7.22
102,30.226135203705255,29.725883470372153,29.196301144446178,27.966506707405696,31.947221529628678,33.650183762962065,32.285738162964655,30.829243951852547,30.328349551850838,33.90269820740569,33.168850529628074,35.87985238889054,40.59998198889046,45.123419885186784,51.1642651888884,51.04087943703744,47.433593222221745,39.76157869259267,33.71575629259086,31.924253337036063,28.488148529628535,30.31603623703678,32.70295468518672,34.60788562962989,33.880547629629966,30.139509092591144,27.4142677037036,24.793026740740455,24.24706355555525,22.871890777777356
103,32.303038795558116,31.012525877927693,30.47351787363762,29.444914027477836,31.735410690285786,34.305825874781455,33.97296522263047,32.49456460052422,31.63771750051807,33.9073268610494,34.666508372577034,36.26300614939255,40.45035148422387,45.21213022761893,50.94304890045702,52.990515258628186,50.47804364886709,43.95403272034093,37.108522414591434,33.748696621767245,30.764679951242737,30.803078333630612,33.08184354952719,35.228014417153496,35.402485998796614,32.58532577628771,29.399820143865163,26.64398703058619,25.345235062993517,24.211349170601455
110,15.8895777777778,15.898911111111133,12.436355555555556,10.566812345678992,10.24117901234566,9.915845679012323,9.589512345678992,8.052302469135759,9.984681481481438,8.778471604938316,10.711150617283996,14.575841975308686,16.511220987654255,16.517254320987586,14.590908641975352,14.593575308642018,14.9813777777778,13.773867901234567,12.233658024691337,12.237658024691337,9.973979012345659,10.358581481481439,10.356148148148213,11.130753086419775,11.131753086419776,9.58820987654321,9.587209876543156,11.517222222222223,16.53432098765431,19.622240740740775
111,26.002655216049526,28.0219777777778,29.964333024691264,28.834045987654065,29.489515401234506,27.813154320987948,23.93324845679063,23.52246604938304,22.921349043209972,26.959670061728335,26.082627469135744,27.97210987654298,34.174148117283735,36.52602496913549,35.70740432098739,32.105037037036944,31.982877777777503,34.04781046296278,33.17798919753065,31.100433333334017,28.90130308642019,28.27968444444467,29.99294577160415,31.053148456790396,34.91711327160531,36.540768827161145,34.624504012345184,27.939974382716045,24.046683641974717,27.290651388888627
112,26.137163818672978,28.01534417605455,30.002074313014315,28.961507646604694,29.68492305491248,28.171159731353153,24.47600108616304,23.664387232253418,23.09819028845176,26.84983621643513,26.263132263888835,28.090603110339288,34.1105526261572,36.69564561496883,35.938845408564546,32.49623178343611,32.18862091049356,34.07091021412018,33.35730950372921,31.380692251286643,29.217566690844077,28.503943059156615,30.08720510403733,31.185298836034164,34.86002036265468,36.571943287037676,34.83555601080204,28.47379060185182,24.468801828703146,27.386674617412275
